File,First Commit Message,First Commit Date,Last Commit Message,Last Commit Date,Number,Title,Author,Status
eip-5646.md,"Add EIP-5646: Token state fingerprint (#5646)

* Add EIP-5646: Token state fingerprint

* Update EIP-5646: add link to discussion

* Update EIP-5646: reference ERC standards as EIP-N

* Update EIP-5646: update all EIP references to links

* Update EIP-5646: fix incorrect EIP references

* Update EIP-5646: Rework the structure of the whole draft",2022-09-15 13:55:17+00:00,"Update EIP-5646: Move to Final (#6365)

* Add EIP-5646: Token state fingerprint

* Update EIP-5646: add link to discussion

* Update EIP-5646: reference ERC standards as EIP-N

* Update EIP-5646: update all EIP references to links

* Update EIP-5646: fix incorrect EIP references

* Update EIP-5646: Rework the structure of the whole draft

* Update EIP-5646: Move to Final",2023-01-24 14:12:33+00:00,5646,Token State Fingerprint,Naim Ashhab,Last Call
eip-5656.md,"Add EIP-5656: Memory Copying Instruction (#5656)

* Add draft for MCOPY

* Some clarifications

* Update mcopy gas cost

* update calling convention to match other *COPY instructions

* fix grammar in motivation section

and, add vyper to list of languages affected

* clarify semantics when buffers overlap

* add forward protection notes to motivation section

* link to ipsilon analysis

* Add description

* Clarification about 2929

* Add new author

* Fix cost example

* Clarify spec

* Clarify overlapping buffers

* Formatting

* Remove external links as per EIP-1 rules

* Give it a number

* Alternative specification section

* Use proper relative links

* Add discussion url

* Fix typo

Co-authored-by: Alex Beregszaszi <alex@rtfs.hu>
Co-authored-by: Charles Cooper <cooper.charles.m@gmail.com>",2022-11-10 13:34:15+00:00,"Update EIP-5656: Title and opcode number change

Merged by EIP-Bot.",2023-05-11 19:30:56+00:00,5656,Memory copying instruction,"Alex Beregszaszi, Paul Dworzanski, Jared Wasinger, Casey Detrio, Pawel Bylica, Charles Cooper",Draft
eip-5679.md,"Add EIP-5679: Token Minting and Burning (#5679)

* init

* Update ERC number

* Add content

* Add discussion-to

* Add ERC-165 identifiers

* Change public to external

* Update with batch and safe methods and add rationale.

* Fix format

* Fix EIPW errors

* Add mentioning of EIP-777",2022-09-20 00:07:34+00:00,Fix ERC165 identifier (#5915),2022-11-11 17:42:06+00:00,5679,Token Minting and Burning,Zainan Victor Zhou,Final
eip-5719.md,"Add EIP-5719: Signature replacing for smart contract wallets (#5719)

* Create smart contract wallet signature replace EIP

* Assign EIP-5719

* Fix EIP header

* Formatting fixes and better rationale

* Use markdown ordered list

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Ref EIP-1271 for scw signatures

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-5719.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-5719.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Remove notice from comment

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Improve EIP-5719 abstract

* Use RFC 8174 for EIP 5719

* Fix list EIP 5719

* Add blank line before abstract list

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>",2022-11-25 19:14:08+00:00,"Add EIP-5719: Signature replacing for smart contract wallets (#5719)

* Create smart contract wallet signature replace EIP

* Assign EIP-5719

* Fix EIP header

* Formatting fixes and better rationale

* Use markdown ordered list

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Ref EIP-1271 for scw signatures

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-5719.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-5719.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Remove notice from comment

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Improve EIP-5719 abstract

* Use RFC 8174 for EIP 5719

* Fix list EIP 5719

* Add blank line before abstract list

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>",2022-11-25 19:14:08+00:00,5719,Signature replacement interface,Agustin Aguilar,Draft
eip-5725.md,"Add EIP-5725: Transferable Vesting NFT (#5725)

* chore: Commit draft EIP

* chore: ERC to EIP and add EIP number

* refactor: EIP Validator changes

* refactor: Relative EIP linking

* chore: updated author, discussions-to and removed various links

* chore: Moved reference implementation to assets

* chore: removed invalid EIP sections

* refactor: Remove comments from EIP-5725

Co-authored-by: Sam Wilson <57262657+SamWilsn@users.noreply.github.com>

* refactor: Update SPDX license to CC0-1.0

* refactor: Rename IVestingNFT to IERC5725

* feat: Add EIP-5725 assets README

* fix: Links

* fix: Remove EIP-5725 header

* Apply suggestions from code review

Co-authored-by: Sam Wilson <57262657+SamWilsn@users.noreply.github.com>

* refactor: Remove return value from claim()

* fix: EIP-N reference

* Update EIPS/eip-5725.md

Co-authored-by: Sam Wilson <57262657+SamWilsn@users.noreply.github.com>

* refactor: Consistent style and event description

* refactor: Implement new formatting lint recommendations

* refactor: Improve Rationale section

* fix: MD linter errors

Co-authored-by: MarcoPaladin <jorge@paladinsec.co>
Co-authored-by: DeFiFoFum <78645267+DeFiFoFum@users.noreply.github.com>
Co-authored-by: Sam Wilson <57262657+SamWilsn@users.noreply.github.com>
Co-authored-by: defifofum <defifofum0@gmail.com>",2022-11-25 19:20:01+00:00,"Update EIP-5725: Move to Review

Merged by EIP-Bot.",2023-04-24 15:58:17+00:00,5725,Transferable Vesting NFT,"Apeguru, Marco De Vries, Mario, DeFiFoFum",Draft
eip-5727.md,"Add EIP-5727: Semi-Fungible Soulbound Token (#5727)

* feat: upload eip draft

* fix: update erc number

* feat: upload assets

* fix: update implementation link

* fix: update author info

* feat: upload sample implementation

* fix: add hardhat project config

* fix: revise eip-5727

* fix: change ERC to EIP

* fix: fix links to eip

* fix: update tests

* feat: include interface id; update sample",2022-10-19 13:38:46+00:00,"Update EIP-5727: update ERC-5727 implementation

Merged by EIP-Bot.",2023-05-06 10:38:03+00:00,5727,Semi-Fungible Soulbound Token,"Austin Zhu, Terry Chen",Draft
eip-5732.md,"Add EIP-5732: Commit Interface (#5732)

* Init a EIP for Commit Interface

* Update file name

* Add content

* Update name

* Add mentioning of chainid

* Add discussion-to

* Function parameter

* Add abstract

* Add voting example.

* Update eip-5732.md",2022-10-06 13:10:11+00:00,"Update EIP-5732: Move to Final (#5919)

* Move EIP-5732 to Final

* Wording

* Update requires

* Tighten up grammar

* Fix list formatting

* Tighten security considerations

* Remove random sublist

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>",2022-11-13 15:11:05+00:00,5732,Commit Interface,"Zainan Victor Zhou, Matt Stam",Final
eip-5744.md,"Add EIP-5744: Latent Fungible Tokens (#5744)

* Latent Fungible Tokens

* update number

* style: add solidity syntax highlighting

* style: syntax highlighting

* Apply suggestions from code review

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* update em dash character

* change token name/symbol from should to must

* cleanup and clarifications

* Apply suggestions from code review

Co-authored-by: Sam Wilson <57262657+SamWilsn@users.noreply.github.com>

Co-authored-by: Payom Dousti <payom@cozy.finance>
Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>
Co-authored-by: Sam Wilson <57262657+SamWilsn@users.noreply.github.com>",2022-12-16 21:44:37+00:00,"Add EIP-5744: Latent Fungible Tokens (#5744)

* Latent Fungible Tokens

* update number

* style: add solidity syntax highlighting

* style: syntax highlighting

* Apply suggestions from code review

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* update em dash character

* change token name/symbol from should to must

* cleanup and clarifications

* Apply suggestions from code review

Co-authored-by: Sam Wilson <57262657+SamWilsn@users.noreply.github.com>

Co-authored-by: Payom Dousti <payom@cozy.finance>
Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>
Co-authored-by: Sam Wilson <57262657+SamWilsn@users.noreply.github.com>",2022-12-16 21:44:37+00:00,5744,Latent Fungible Token,"Cozy Finance, Tony Sheng, Matt Solomon, David Laprade, Payom Dousti, Chad Fleming, Franz Chen",Draft
eip-5749.md,"Add EIP-5749: The 'window.evmproviders' object (#5749)

* Deprecate 'window.ethereum' and replace with 'window.evmproviders'

* update header

* update header

* lint fixes

* lint fixes

* lint fixes

* update link

* Update EIPS/eip-5749.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-5749.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-5749.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-5749.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-5749.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-5749.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-5749.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-5749.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* fix: typo

* Update EIPS/eip-5749.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-5749.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-5749.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-5749.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-5749.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* fix rationale

* Update EIPS/eip-5749.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-5749.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-5749.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-5749.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-5749.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-5749.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* add jsdocs

* fix alignment

* update abstract and move referenced wallets

* fix new line

* Update EIPS/eip-5749.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* switch ts to jsdoc

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>",2022-10-07 17:39:47+00:00,"Update EIP-5749: Move to Final (#6548)

* move to last call

* fixes based on comment

* Update EIPS/eip-5749.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-5749.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-5749.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-5749.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-5749.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* devop: modifications based on review

* devop: modifications based on review

* devop: fix typings

* devop: fix typings

* devop: prepend svg data string

* Update EIPS/eip-5749.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-5749.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* devop: extend last call deadline

* devop: move to final

---------

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>",2023-02-22 22:22:00+00:00,5749,The 'window.evmproviders' object,"Kosala Hemachandra, Brett Kolodny",Last Call
eip-5750.md,"Add EIP-5750: Method with Extra Data (#5750)

* Init for method extra data ERC

* Add the major content

* Fix EIPW

* Update status

* Update name

* Fix EIPW

* Update EIPS/eip-5750.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* U

* Update eip-5750.md

* Fix a bit of grammar

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>",2022-10-15 15:04:36+00:00,Move EIP-5750 to Final (#5992),2022-11-19 15:39:57+00:00,5750,General Extensibility for Method Behaviors,Zainan Victor Zhou,Final
eip-5753.md,"Add EIP-5753: Lockable Extension for EIP-721 (#5753)

* eip-draft-lockable added

* author name correction

* erc->eip, links made relative

* added eip #

* remove links

* Update EIPS/eip-5753.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-5753.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-5753.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-5753.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-5753.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-5753.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-5753.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-5753.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-5753.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-5753.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-5753.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-5753.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-5753.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-5753.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* clarity enabling rephrasing

* clear approvals while token is locked

* may clear approvals added to spec

* security considerations updated

* walidator compatibility

* rephrasing according to pandapip request

* Update EIPS/eip-5753.md

Co-authored-by: Sam Wilson <57262657+SamWilsn@users.noreply.github.com>

* Description updated, motivation/rationale refactoring, specification updated

* markdown checker comatibility

* markdown checker comatibility

* getApproved for locked tokens should return unlocker

* Apply suggestions from code review

Co-authored-by: Filipp Makarov <fmc@Filipps-MacBook-Pro.local>
Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>
Co-authored-by: Sam Wilson <57262657+SamWilsn@users.noreply.github.com>",2022-11-25 20:46:36+00:00,"Add EIP-5753: Lockable Extension for EIP-721 (#5753)

* eip-draft-lockable added

* author name correction

* erc->eip, links made relative

* added eip #

* remove links

* Update EIPS/eip-5753.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-5753.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-5753.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-5753.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-5753.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-5753.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-5753.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-5753.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-5753.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-5753.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-5753.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-5753.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-5753.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-5753.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* clarity enabling rephrasing

* clear approvals while token is locked

* may clear approvals added to spec

* security considerations updated

* walidator compatibility

* rephrasing according to pandapip request

* Update EIPS/eip-5753.md

Co-authored-by: Sam Wilson <57262657+SamWilsn@users.noreply.github.com>

* Description updated, motivation/rationale refactoring, specification updated

* markdown checker comatibility

* markdown checker comatibility

* getApproved for locked tokens should return unlocker

* Apply suggestions from code review

Co-authored-by: Filipp Makarov <fmc@Filipps-MacBook-Pro.local>
Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>
Co-authored-by: Sam Wilson <57262657+SamWilsn@users.noreply.github.com>",2022-11-25 20:46:36+00:00,5753,Lockable Extension for EIP-721,Filipp Makarov,Draft
